cpu,client,node,run,min,mean,median,90th,99th,max,std
36,1,1,1,449,2055.80,1533,2100,2100,8952,2353.65
36,10,1,1,438,943.40,970,1466,1466,1487,377.67
36,10,2,1,496,1040.40,1000,1500,1500,1521,368.95
36,10,3,1,1075,1401.80,1425,1600,1600,1796,196.32
36,10,4,1,498,5491.90,1450,1600,1600,43677,12733.58
36,10,5,1,431,1125.80,1100,1500,1500,1508,380.75
36,10,6,1,329,1797.40,1440,1600,1600,6931,1755.46
36,10,7,1,481,1039.70,1000,1550,1550,1526,392.11
36,10,8,1,424,1017.60,980,1466,1466,1499,395.21
36,10,9,1,416,2025.80,1420,1500,1500,9228,2431.57
36,10,10,1,509,1812.10,1450,1600,1600,6831,1713.45
36,100,1,1,471,2092.20,1420,1500,1500,10701,2891.67
36,100,2,1,437,771.10,600,1100,1100,1315,288.72
36,100,3,1,443,1093.80,1100,1600,1600,1910,495.80
36,100,4,1,618,2324.40,1400,1600,1600,12255,3325.74
36,100,5,1,442,938.40,950,1500,1500,1509,373.21
36,100,6,1,343,840.20,570,1500,1500,1523,388.95
36,100,7,1,473,1031.80,960,1466,1466,1469,365.93
36,100,8,1,351,1103.80,1100,1500,1500,1526,389.68
36,100,9,1,396,1940.70,1400,1600,1600,8790,2311.82
36,100,10,1,526,2069.80,1350,1500,1500,10531,2841.21
36,100,11,1,455,1976.30,990,1500,1500,10468,2858.49
36,100,12,1,340,1560.80,590,1500,1500,7894,2148.92
36,100,13,1,427,930.20,970,1466,1466,1464,388.56
36,100,14,1,473,1907.80,990,1500,1500,10044,2733.47
36,100,15,1,489,23117.90,1400,1600,1600,220128,65671.02
36,100,16,1,493,2390.90,1433,1500,1500,13188,3617.37
36,100,17,1,493,1021.00,990,1500,1500,1513,369.91
36,100,18,1,465,1886.00,940,1500,1500,10914,3029.64
36,100,19,1,444,1022.70,1000,1475,1475,1440,392.29
36,100,20,1,310,742.50,560,1000,1000,1445,326.15
36,100,21,1,319,1105.50,1100,1475,1475,1472,391.52
36,100,22,1,407,1101.90,1100,1475,1475,1454,372.77
36,100,23,1,395,1845.10,1400,1600,1600,8636,2301.58
36,100,24,1,283,1025.20,990,1566,1566,1592,444.18
36,100,25,1,434,22612.20,1400,1600,1600,215224,64205.07
36,100,26,1,425,1039.70,870,1600,1600,1657,418.61
36,100,27,1,453,23043.40,1350,1700,1700,220910,65956.97
36,100,28,1,538,2216.00,1400,1600,1600,11020,2955.78
36,100,29,1,380,1794.40,1350,1600,1600,8005,2107.13
36,100,30,1,291,1012.70,1000,1475,1475,1469,402.93
36,100,31,1,309,2373.20,1400,1500,1500,13327,3672.93
36,100,32,1,231,6809.10,1440,13000,13000,46869,13766.75
36,100,33,1,532,946.70,920,1466,1466,1474,371.64
36,100,34,1,335,2371.20,1420,1500,1500,13275,3656.31
36,100,35,1,407,1018.80,980,1475,1475,1480,404.36
36,100,36,1,865,23163.50,1433,1600,1600,219322,65386.40
36,100,37,1,424,74918.10,1650,2600,2600,735675,220253.26
36,100,38,1,422,931.60,890,1450,1450,1484,386.10
36,100,39,1,499,1823.50,910,1700,1700,9546,2604.01
36,100,40,1,456,938.60,920,1400,1400,1495,368.13
36,100,41,1,325,922.60,970,1466,1466,1440,396.31
36,100,42,1,298,1023.00,980,1500,1500,1557,420.29
36,100,43,1,287,839.70,610,1400,1400,1470,374.40
36,100,44,1,401,23419.00,1366,1900,1900,223317,66634.15
36,100,45,1,488,1942.70,1425,1600,1600,8840,2329.13
36,100,46,1,415,1026.20,990,1475,1475,1472,387.79
36,100,47,1,443,938.90,970,1450,1450,1473,380.48
36,100,48,1,396,941.70,980,1450,1450,1499,387.00
36,100,49,1,419,853.00,570,1450,1450,1472,367.09
36,100,50,1,398,1016.20,1150,1400,1400,1577,345.39
36,100,51,1,319,1021.40,990,1500,1500,1508,396.59
36,100,52,1,254,831.50,570,1450,1450,1429,377.68
36,100,53,1,473,1022.50,960,1466,1466,1499,384.57
36,100,54,1,344,76430.20,1800,2600,2600,749281,224284.63
36,100,55,1,369,934.90,940,1450,1450,1483,394.22
36,100,56,1,331,1019.20,980,1475,1475,1466,411.09
36,100,57,1,459,23205.20,1300,1600,1600,222324,66374.14
36,100,58,1,343,929.20,970,1500,1500,1506,411.80
36,100,59,1,349,925.10,910,1450,1450,1449,386.99
36,100,60,1,481,1913.40,950,1500,1500,10769,2976.36
36,100,61,1,487,1901.70,1400,1500,1500,8707,2295.53
