cpu,client,run,iface,rxpck/s,txpck/s,rxkB/s,txkB/s
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,0.00,1.00,0.00,0.09
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,0.00,0.00,0.00,0.00
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1.00,0.00,0.06,0.00
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,0.00,0.00,0.00,0.00
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,304876.00,304303.00,273041.34,269756.75
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,187337.00,117677.00,257245.95,11117.33
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1795779.00,1752507.00,1685208.30,1603576.18
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1085725.00,667428.00,1532560.95,62817.06
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1773579.00,1725915.00,1683085.43,1594511.89
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1076089.00,649837.00,1525679.80,61107.09
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1772109.00,1724354.00,1683919.53,1595024.07
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1076513.00,647834.00,1526455.20,60917.28
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1774416.00,1727263.00,1685988.06,1597917.99
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1078489.00,648773.00,1529263.70,61003.41
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1765624.00,1718263.00,1677532.11,1589339.51
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1072664.00,645579.00,1521004.03,60708.38
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1781274.00,1733769.00,1692985.16,1604303.78
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1082841.00,650921.00,1535434.70,61206.55
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1778050.00,1730726.00,1690371.09,1601947.07
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1081308.00,649419.00,1533260.95,61059.83
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1781734.00,1734623.00,1693838.06,1605689.40
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1083841.00,650776.00,1536852.67,61192.03
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1783402.00,1735262.00,1695410.56,1605766.17
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1083831.00,651428.00,1536838.49,61256.47
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1779862.00,1732496.00,1692233.62,1603755.68
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1082541.00,649956.00,1535009.31,61117.27
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1778931.00,1730983.00,1691478.74,1602165.74
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1081439.00,649540.00,1533446.71,61080.55
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1783803.00,1735420.00,1695590.14,1605564.93
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1083671.00,651758.00,1536611.61,61288.94
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1778054.00,1731061.00,1690124.54,1602189.03
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1081441.00,649612.00,1533449.54,61092.50
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1780694.00,1733979.00,1692039.00,1604546.59
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1083004.00,650975.00,1535665.83,61214.03
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1778113.00,1731263.00,1689673.21,1601946.49
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1081247.00,650020.00,1533174.46,61130.55
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1781840.00,1734170.00,1694080.84,1605101.72
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1083421.00,650748.00,1536257.12,61194.34
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1780980.00,1732885.00,1693628.81,1604107.49
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1082772.00,650112.00,1535336.86,61128.72
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1781487.00,1734149.00,1693390.18,1604902.50
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1083274.00,650875.00,1536048.68,61207.30
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1775590.00,1728114.00,1688200.49,1599547.32
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1079686.00,648428.00,1530961.01,60972.17
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1783409.00,1735463.00,1695844.51,1606462.94
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1084361.00,651096.00,1537590.01,61222.98
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1779035.00,1731968.00,1691665.53,1603578.89
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1082461.00,649511.00,1534895.87,61073.63
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1778429.00,1730836.00,1690785.63,1601958.99
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1081294.00,649545.00,1533241.10,61082.66
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1777116.00,1730037.00,1689251.51,1601194.02
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1080776.00,649260.00,1532506.59,61052.98
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1781850.00,1734436.00,1694173.90,1605559.65
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1083759.00,650671.00,1536736.39,61183.94
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1779599.00,1732847.00,1691965.12,1604410.83
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1083020.00,649829.00,1535688.52,61108.19
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1775937.00,1728789.00,1688313.91,1600068.88
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1080029.00,648759.00,1531447.37,61000.86
18,100,1,lo,0.00,0.00,0.00,0.00
18,100,1,eno1,1778299.00,1731258.00,1691017.20,1602953.40
18,100,1,eno2,0.00,0.00,0.00,0.00
18,100,1,wg,1082044.00,649219.00,1534304.58,61045.55
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,11.00,0.00,1.20,0.00
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,0.00,0.00,0.00,0.00
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,3.00,1.00,0.73,0.06
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,0.00,0.00,0.00,0.00
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,1724.00,1722.00,1366.57,1352.10
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,1018.00,709.00,1213.41,129.82
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,31993.00,31980.00,29629.38,29277.83
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,19894.00,12090.00,27900.46,1234.06
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,35035.00,35035.00,32953.22,32554.50
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,21987.00,13048.00,31176.88,1228.94
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,35201.00,35199.00,32977.44,32586.08
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,21994.00,13205.00,31186.80,1244.28
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,35311.00,35306.00,32989.96,32600.07
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,21993.00,13313.00,31185.39,1255.23
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,35071.00,35069.00,32979.89,32582.43
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,22006.00,13054.00,31203.82,1229.48
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,35197.00,35191.00,32998.81,32603.10
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,22010.00,13152.00,31209.49,1239.44
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,35208.00,35207.00,32991.60,32599.92
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,22004.00,13201.00,31200.98,1244.03
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,35067.00,35066.00,32968.74,32569.60
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,21996.00,13069.00,31189.64,1230.44
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,35243.00,35236.00,33002.00,32607.91
36,1,1,eno2,0.00,0.00,0.00,0.00
36,1,1,wg,22007.00,13230.00,31205.24,1247.02
36,1,1,lo,0.00,0.00,0.00,0.00
36,1,1,eno1,35071.00,35067.00,32956.17,32557.76
36,1,1,eno2,0.00,0.00,0.00,0.00
