cpu,client,node,run,min,mean,median,90th,99th,max,std
36,1,1,1,484,554.30,540,610,610,686,56.42
36,10,1,1,364,555.60,545,720,720,749,105.06
36,10,2,1,345,551.20,543,640,640,699,88.54
36,10,3,1,435,551.80,550,620,620,715,76.19
36,10,4,1,461,556.50,530,640,640,685,66.91
36,10,5,1,425,547.80,555,620,620,626,55.55
36,10,6,1,404,549.40,536,600,600,711,73.40
36,10,7,1,412,556.30,550,650,650,733,89.76
36,10,8,1,477,564.30,550,660,660,717,70.75
36,10,9,1,469,553.90,530,630,630,766,80.75
36,10,10,1,335,543.40,533,650,650,659,85.42
36,100,1,1,448,567.70,540,660,660,677,67.53
36,100,2,1,395,551.10,550,630,630,673,67.32
36,100,3,1,479,565.60,540,690,690,758,83.69
36,100,4,1,322,589.00,610,670,670,811,120.40
36,100,5,1,465,556.00,510,650,650,795,95.30
36,100,6,1,431,557.20,540,690,690,727,91.14
36,100,7,1,404,552.80,540,720,720,747,102.69
36,100,8,1,499,565.60,546,630,630,741,66.84
36,100,9,1,419,573.10,545,710,710,731,92.29
36,100,10,1,384,543.50,545,625,625,628,68.87
36,100,11,1,428,579.40,565,680,680,837,110.04
36,100,12,1,367,544.30,530,650,650,658,84.37
36,100,13,1,400,558.50,560,660,660,700,82.20
36,100,14,1,446,555.00,540,640,640,730,82.15
36,100,15,1,452,559.60,530,600,600,864,114.70
36,100,16,1,375,544.40,550,590,590,699,77.13
36,100,17,1,368,556.60,560,670,670,676,85.71
36,100,18,1,347,548.50,540,640,640,651,85.00
36,100,19,1,497,565.80,540,690,690,717,74.27
36,100,20,1,448,557.60,510,680,680,691,84.86
36,100,21,1,448,573.10,540,710,710,721,91.14
36,100,22,1,368,548.60,555,670,670,674,89.07
36,100,23,1,343,553.40,550,640,640,748,96.57
36,100,24,1,343,533.60,535,630,630,658,87.39
36,100,25,1,484,558.90,540,640,640,680,59.43
36,100,26,1,396,547.70,510,690,690,750,107.23
36,100,27,1,463,558.30,525,600,600,846,104.71
36,100,28,1,369,543.70,530,670,670,677,96.82
36,100,29,1,339,553.80,570,630,630,688,89.38
36,100,30,1,450,558.70,530,730,730,734,88.17
36,100,31,1,390,557.80,555,640,640,771,99.57
36,100,32,1,304,542.40,530,680,680,684,111.76
36,100,33,1,378,576.90,540,670,670,1004,165.39
36,100,34,1,378,544.00,530,650,650,737,92.96
36,100,35,1,367,549.50,550,700,700,746,129.25
36,100,36,1,368,552.90,550,710,710,742,109.81
36,100,37,1,391,555.20,575,670,670,734,98.29
36,100,38,1,434,561.30,540,630,630,705,75.79
36,100,39,1,374,551.50,520,580,580,983,154.81
36,100,40,1,466,564.00,540,660,660,759,79.30
36,100,41,1,221,543.70,550,660,660,681,124.11
36,100,42,1,355,551.10,546,640,640,737,98.11
36,100,43,1,353,541.90,530,750,750,795,133.85
36,100,44,1,393,538.50,530,620,620,698,87.78
36,100,45,1,422,555.50,550,670,670,756,108.24
36,100,46,1,463,567.30,560,650,650,661,64.59
36,100,47,1,289,532.70,550,640,640,649,100.23
36,100,48,1,351,542.80,550,590,590,708,85.95
36,100,49,1,326,553.70,545,600,600,811,110.67
36,100,50,1,339,564.60,580,690,690,731,128.57
36,100,51,1,426,552.80,506,580,580,941,135.00
36,100,52,1,449,565.10,520,720,720,890,130.47
36,100,53,1,393,555.10,500,730,730,913,152.79
36,100,54,1,414,547.00,530,670,670,726,92.51
36,100,55,1,312,554.70,563,650,650,688,94.35
36,100,56,1,281,550.00,560,700,700,703,116.14
36,100,57,1,336,559.40,540,640,640,860,128.83
36,100,58,1,273,538.90,520,650,650,662,106.72
36,100,59,1,307,547.40,550,670,670,721,114.83
36,100,60,1,442,554.90,540,620,620,761,89.77
36,100,61,1,306,540.20,540,680,680,756,133.58
36,100,62,1,147,545.70,570,650,650,878,191.76
36,100,63,1,361,546.40,540,610,610,686,80.69
36,100,64,1,416,576.60,550,700,700,779,113.76
36,100,65,1,268,545.50,530,680,680,766,132.39
36,100,66,1,326,548.60,520,630,630,835,125.71
36,100,67,1,346,548.30,520,670,670,775,110.87
36,100,68,1,278,547.50,550,610,610,735,109.50
36,100,69,1,348,550.10,560,690,690,719,121.20
36,100,70,1,354,588.30,550,750,750,885,137.52
36,100,71,1,366,563.50,590,650,650,764,112.08
36,100,72,1,374,599.00,590,690,690,795,110.58
36,100,73,1,309,556.30,570,650,650,744,110.70
36,100,74,1,290,539.80,500,660,660,918,161.13
36,100,75,1,378,561.10,560,660,660,707,85.83
36,100,76,1,153,554.10,570,850,850,970,236.63
36,100,77,1,355,555.40,536,650,650,863,128.75
36,100,78,1,365,603.10,575,740,740,949,166.17
36,100,79,1,411,559.30,560,600,600,742,78.86
36,100,80,1,370,554.70,580,630,630,639,84.19
36,100,81,1,348,542.60,520,660,660,856,128.25
36,100,82,1,277,548.90,560,710,710,788,155.36
36,100,83,1,329,552.70,500,745,745,748,139.90
36,100,84,1,414,557.50,500,730,730,739,116.56
36,100,85,1,331,563.50,550,740,740,745,127.41
36,100,86,1,451,566.60,580,630,630,667,64.00
36,100,87,1,307,574.10,585,730,730,755,130.72
36,100,88,1,302,581.60,570,710,710,987,174.18
36,100,89,1,454,569.20,540,680,680,696,87.21
36,100,90,1,414,566.20,480,840,840,880,159.31
36,100,91,1,277,579.50,530,840,840,934,199.50
36,100,92,1,259,572.40,610,730,730,786,153.40
36,100,93,1,320,563.60,540,730,730,867,146.25
36,100,94,1,404,575.60,610,660,660,664,81.41
36,100,95,1,441,589.40,580,730,730,745,90.29
36,100,96,1,309,562.40,490,750,750,949,177.76
36,100,97,1,447,566.60,550,680,680,708,87.78
36,100,98,1,428,575.70,550,680,680,848,111.99
36,100,99,1,333,591.20,490,840,840,938,200.72
36,100,100,1,379,535.90,520,700,700,713,107.73
36,30,1,1,499,555.30,530,610,610,710,59.84
36,30,2,1,346,551.20,530,720,720,784,125.41
36,30,3,1,407,546.10,545,620,620,655,62.80
36,30,4,1,455,547.70,530,630,630,750,80.72
36,30,5,1,390,543.90,530,610,610,703,77.93
36,30,6,1,369,546.70,545,630,630,719,85.46
36,30,7,1,390,563.60,540,710,710,723,93.05
36,30,8,1,360,552.20,540,620,620,708,85.89
36,30,9,1,339,541.70,535,630,630,684,85.52
36,30,10,1,409,548.70,540,640,640,659,65.03
36,30,11,1,377,542.90,534,690,690,699,86.80
36,30,12,1,438,557.50,540,640,640,735,78.73
36,30,13,1,524,557.80,540,630,630,652,41.45
36,30,14,1,304,536.40,580,660,660,748,139.05
36,30,15,1,475,556.50,530,590,590,812,90.63
36,30,16,1,460,584.60,520,740,740,820,117.08
36,30,17,1,338,549.10,530,660,660,864,140.50
36,30,18,1,374,591.90,540,820,820,885,161.12
36,30,19,1,446,560.00,550,620,620,658,60.97
36,30,20,1,431,555.70,540,660,660,672,76.58
36,30,21,1,340,544.60,540,630,630,669,87.52
36,30,22,1,449,548.10,520,640,640,757,88.15
36,30,23,1,340,541.10,546,660,660,664,86.60
36,30,24,1,410,547.80,540,630,630,706,73.14
36,30,25,1,315,540.40,540,640,640,728,98.74
36,30,26,1,262,536.30,560,620,620,625,99.36
36,30,27,1,398,534.90,540,625,625,627,72.43
36,30,28,1,423,553.50,530,640,640,756,94.84
36,30,29,1,310,563.70,570,660,660,746,109.89
36,30,30,1,366,547.30,530,640,640,896,142.26
36,50,1,1,457,624.60,530,790,790,1113,188.13
36,50,2,1,273,783.70,540,1600,1600,2219,588.88
36,50,3,1,313,561.10,540,680,680,726,106.97
36,50,4,1,406,545.80,540,620,620,690,73.91
36,50,5,1,498,567.50,545,630,630,707,62.38
36,50,6,1,459,554.60,570,610,610,672,63.35
36,50,7,1,335,540.60,540,620,620,623,78.68
36,50,8,1,339,543.50,553,635,635,639,82.17
36,50,9,1,476,557.70,540,640,640,663,55.49
36,50,10,1,398,554.00,540,630,630,756,97.53
36,50,11,1,372,556.40,540,650,650,747,104.59
36,50,12,1,519,601.20,560,690,690,842,96.94
36,50,13,1,321,539.90,535,660,660,727,107.52
36,50,14,1,308,541.40,535,670,670,690,104.08
36,50,15,1,412,561.20,530,640,640,832,108.16
36,50,16,1,461,562.70,540,650,650,823,97.45
36,50,17,1,394,573.90,570,690,690,728,101.46
36,50,18,1,359,560.90,593,640,640,836,131.42
36,50,19,1,383,570.90,580,660,660,682,78.23
36,50,20,1,294,552.50,560,660,660,710,108.07
36,50,21,1,413,554.00,530,660,660,707,81.22
36,50,22,1,283,528.70,555,680,680,741,136.31
36,50,23,1,300,554.50,560,720,720,766,125.30
36,50,24,1,273,571.90,560,790,790,804,158.42
36,50,25,1,481,571.00,540,680,680,703,70.55
36,50,26,1,349,550.70,550,630,630,696,85.17
