cpu,client,node,run,min,mean,median,90th,99th,max,std
36,1,1,1,451,643.00,535,880,880,1287,243.62
36,10,1,1,438,561.80,520,570,570,1026,159.70
36,10,2,1,386,547.10,540,660,660,686,81.39
36,10,3,1,457,561.40,560,665,665,669,62.13
36,10,4,1,454,560.70,520,720,720,743,101.57
36,10,5,1,467,551.60,530,610,610,701,60.12
36,10,6,1,366,944.20,540,620,620,5003,1355.17
36,10,7,1,449,557.40,520,690,690,751,93.81
36,10,8,1,389,552.70,545,670,670,679,76.31
36,10,9,1,387,544.00,530,640,640,795,107.72
36,10,10,1,366,551.90,536,600,600,739,87.91
36,100,1,1,335,548.40,545,610,610,852,123.71
36,100,2,1,389,554.50,560,630,630,630,69.24
36,100,3,1,458,556.20,570,610,610,669,64.33
36,100,4,1,419,573.10,540,680,680,771,94.62
36,100,5,1,411,563.50,565,640,640,680,70.77
36,100,6,1,444,554.80,540,610,610,719,68.66
36,100,7,1,365,557.40,540,660,660,682,85.71
36,100,8,1,416,564.10,550,620,620,818,102.06
36,100,9,1,334,558.10,530,670,670,738,106.21
36,100,10,1,183,542.30,530,720,720,906,181.52
36,100,11,1,456,554.20,530,715,715,717,87.14
36,100,12,1,445,575.50,560,690,690,710,79.49
36,100,13,1,305,532.80,520,610,610,801,116.32
36,100,14,1,428,566.10,570,645,645,645,71.43
36,100,15,1,275,581.20,550,620,620,1139,208.12
36,100,16,1,364,543.10,526,640,640,646,79.59
36,100,17,1,302,556.30,550,740,740,762,151.37
36,100,18,1,470,568.40,550,670,670,692,71.45
36,100,19,1,496,5131.20,555,720,720,46284,13717.71
36,100,20,1,470,553.60,540,590,590,713,65.50
36,100,21,1,282,556.20,550,690,690,722,119.76
36,100,22,1,462,555.00,520,650,650,776,89.07
36,100,23,1,444,558.70,530,760,760,802,115.99
36,100,24,1,429,544.00,540,630,630,639,56.92
36,100,25,1,332,547.60,545,725,725,729,123.67
36,100,26,1,455,565.40,550,700,700,729,92.36
36,100,27,1,368,543.20,520,610,610,734,89.24
36,100,28,1,368,555.10,520,680,680,824,123.49
36,100,29,1,473,556.80,540,630,630,649,61.94
36,100,30,1,384,571.60,510,730,730,790,122.13
36,100,31,1,364,561.60,575,660,660,811,118.59
36,100,32,1,394,578.90,550,660,660,852,117.90
36,100,33,1,466,560.40,525,660,660,764,86.16
36,100,34,1,422,547.20,530,620,620,724,86.51
