cpu,client,node,run,min,mean,median,90th,99th,max,std
36,1,1,1,1341,1506.60,1450,1600,1600,2091,206.63
36,10,1,1,448,22464.40,905,1700,1700,215508,64348.98
36,10,2,1,406,1014.50,980,1475,1475,1464,406.39
36,10,3,1,456,1925.00,1433,1500,1500,8709,2294.38
36,10,4,1,471,23482.10,1433,1600,1600,223060,66526.65
36,10,5,1,302,1026.70,840,1500,1500,1539,447.66
36,10,6,1,466,943.30,910,1400,1400,1556,391.63
36,10,7,1,418,1122.20,1100,1600,1600,1666,398.78
36,10,8,1,380,22590.90,1420,1500,1500,215549,64320.60
36,10,9,1,449,1948.50,1400,1600,1600,8642,2260.92
36,10,10,1,481,1993.20,1200,1600,1600,10120,2730.80
36,100,1,1,1028,1408.50,1320,1400,1400,2680,437.88
36,100,2,1,1217,28225.00,1283,2500,2500,269730,80502.42
36,100,3,1,1281,2972.40,2300,2700,2700,11544,2898.45
36,100,4,1,1125,1342.40,1183,1400,1400,2540,405.49
36,100,5,1,1168,25130.80,1280,18000,18000,222525,65975.10
36,100,6,1,1388,1595.30,1520,1600,1600,2464,293.42
36,100,7,1,1329,1570.40,1450,1600,1600,2704,385.74
36,100,8,1,1187,2089.30,2333,2400,2400,2464,460.09
36,100,9,1,1349,3434.40,2300,2500,2500,16825,4487.52
36,100,10,1,1226,1973.30,2000,2400,2400,2659,477.21
36,100,11,1,1179,24335.20,1800,2500,2500,226623,67431.04
36,100,12,1,1079,1920.30,1900,2400,2400,2545,514.99
36,100,13,1,1095,3813.10,1260,13500,13500,13755,4953.97
36,100,14,1,1109,103285.70,1400,1600,1600,1020880,305864.82
36,100,15,1,1120,22297.70,1500,1700,1700,209874,62525.59
36,100,16,1,1154,1669.00,1350,2400,2400,2486,522.62
36,100,17,1,1150,2660.10,1450,2600,2600,11450,2976.61
36,100,18,1,1113,2253.30,1200,2400,2400,10712,2841.99
36,100,19,1,1131,23248.60,1250,1400,1400,221535,66095.50
36,100,20,1,1238,2498.60,1500,2400,2400,10075,2554.15
36,100,21,1,1091,3046.50,2250,2600,2600,12856,3303.49
36,100,22,1,1401,2281.80,2300,2400,2400,4208,728.71
36,100,23,1,1360,28450.10,1950,2400,2400,268306,79952.79
36,100,24,1,1077,1307.10,1180,1300,1300,2512,405.40
36,100,25,1,1092,1903.40,1900,2400,2400,2447,426.44
36,100,26,1,1192,5077.10,1600,17000,17000,20726,6901.31
36,100,27,1,1218,24832.20,1850,15000,15000,220213,65237.72
36,100,28,1,1072,169150.40,1300,640000,640000,1032688,344929.31
36,100,29,1,1227,3475.70,2000,2700,2700,16987,4529.92
36,100,30,1,1065,2163.10,1160,2400,2400,10166,2693.30
36,100,31,1,1193,23476.70,2300,2400,2400,217283,64603.57
36,100,32,1,1247,2024.10,2300,2380,2380,2352,403.97
36,100,33,1,1192,26154.70,1900,15000,15000,227798,67331.86
36,100,34,1,1223,2266.40,1271,2400,2400,10112,2634.18
36,100,35,1,1127,23556.80,1200,2500,2500,223705,66717.09
36,100,36,1,1120,1362.60,1266,1400,1400,2255,303.91
36,100,37,1,1081,4232.70,1250,11000,11000,13690,4618.08
36,100,38,1,1159,3249.90,1800,2600,2600,16604,4474.22
36,100,39,1,1140,2324.00,1300,2600,2600,9442,2421.28
36,100,40,1,1159,3392.80,2300,2800,2800,15259,3988.07
36,100,41,1,1141,23323.50,1233,2500,2500,220907,65862.17
36,100,42,1,1372,1616.50,1500,1700,1700,2518,310.35
36,100,43,1,1192,2013.30,2250,2400,2400,2477,442.41
36,100,44,1,1216,1841.60,1800,2400,2400,2485,430.16
36,100,45,1,1157,1856.60,1900,2400,2400,2491,458.99
36,100,46,1,1233,26944.70,2100,15000,15000,224897,66134.28
36,100,47,1,1242,1600.00,1533,1600,1600,2882,439.49
36,100,48,1,1194,4012.40,2300,9200,9200,14871,4227.63
36,100,49,1,1264,3145.30,2000,2400,2400,14153,3690.61
36,100,50,1,1188,2946.00,2350,2500,2500,11369,2845.43
36,100,51,1,1188,2759.70,1900,2400,2400,11704,3010.15
36,100,52,1,1109,4062.80,2000,13000,13000,13325,4552.56
36,100,53,1,1323,2780.40,1900,2600,2600,10311,2548.51
36,100,54,1,1353,4092.50,2333,12000,12000,13802,4417.08
36,100,55,1,1246,4725.20,2250,13000,13000,19226,5806.88
36,100,56,1,1903,46375.60,2400,220000,220000,220896,85615.79
36,100,57,1,1085,2246.00,1500,2500,2500,9062,2300.24
36,100,58,1,1372,2109.40,2000,2400,2400,3568,582.10
36,100,59,1,1393,22697.40,1950,2400,2400,209884,62396.14
36,100,60,1,1375,3024.70,1600,2800,2800,14024,3691.95
36,100,61,1,1110,3531.50,2000,2500,2500,18260,4933.24
36,100,62,1,1216,1918.60,1933,2400,2400,2462,381.65
36,100,63,1,1089,4205.80,2000,14000,14000,14815,4892.30
36,100,64,1,1224,3375.50,2200,2700,2700,16046,4247.86
36,100,65,1,1211,3738.10,2000,11500,11500,11962,3946.87
36,100,66,1,1276,23418.90,1550,2400,2400,220020,65534.28
36,100,67,1,1125,24605.10,1533,9400,9400,225302,66941.12
36,100,68,1,1123,1944.20,2000,2400,2400,2435,421.62
36,100,69,1,1131,24341.60,1533,9700,9700,222119,65971.75
36,100,70,1,1148,1931.40,2000,2400,2400,2529,475.35
36,100,71,1,1086,24030.00,2350,2600,2600,221828,65934.63
36,100,72,1,1326,4143.20,2200,12000,12000,14237,4336.33
36,100,73,1,1137,1553.50,1400,2000,2000,2461,357.06
36,100,74,1,1142,2132.90,2350,2466,2466,2471,488.22
36,100,75,1,1220,1948.00,2100,2450,2450,2430,473.57
36,100,76,1,1178,3412.80,1280,11000,11000,12243,4042.76
36,100,77,1,1165,1410.50,1280,1400,1400,2598,399.58
36,100,78,1,1506,4117.90,1650,14000,14000,14121,4871.09
36,100,79,1,1220,3720.80,1333,13000,13000,13673,4610.42
36,100,80,1,1212,3108.10,1950,2500,2500,14517,3823.19
36,100,81,1,1111,1976.00,2000,2450,2450,2487,467.42
36,100,82,1,1170,50422.40,1400,230000,230000,269055,98115.66
36,100,83,1,1149,2556.80,1240,2300,2300,13571,3684.33
36,100,84,1,1065,1304.40,1220,1300,1300,2409,372.47
36,100,85,1,1086,179358.40,1500,750000,750000,1022733,358554.11
36,100,86,1,1206,2715.10,1900,2600,2600,11114,2838.44
36,100,87,1,1386,4200.80,2100,11000,11000,15415,4615.04
36,100,88,1,1103,2659.10,1233,2400,2400,14543,3976.10
36,100,89,1,1097,1291.60,1200,1300,1300,2257,325.59
36,100,90,1,1115,2802.60,2300,2500,2500,10236,2522.78
36,100,91,1,1191,3946.20,2100,9700,9700,14471,4210.23
36,100,92,1,1185,2239.80,1260,2500,2500,9891,2577.53
36,100,93,1,1119,24879.00,1900,15000,15000,221238,65569.23
36,100,94,1,1140,1375.20,1300,1500,1500,2314,322.26
36,100,95,1,1118,2341.60,1500,2400,2400,8133,1978.90
36,100,96,1,1404,22567.20,1500,1600,1600,212264,63232.28
36,100,97,1,1095,24076.20,1600,2400,2400,224895,66940.93
36,100,98,1,1165,4157.50,2200,9500,9500,16603,4738.22
36,100,99,1,1156,2730.00,1600,2500,2500,12077,3143.85
36,100,100,1,1392,3092.50,2000,2400,2400,12935,3296.01
36,30,1,1,661,23142.90,1433,1500,1500,219221,65359.80
36,30,2,1,492,948.00,950,1466,1466,1493,379.19
36,30,3,1,511,954.00,930,1500,1500,1540,367.57
36,30,4,1,508,1042.20,940,1600,1600,1628,402.69
36,30,5,1,413,1268.10,550,730,730,7898,2211.75
36,30,6,1,491,855.30,590,1400,1400,1433,344.91
36,30,7,1,471,1117.50,1100,1600,1600,1623,392.39
36,30,8,1,614,2399.40,1400,1500,1500,13206,3617.24
36,30,9,1,373,23007.50,690,1500,1500,221719,66238.52
36,30,10,1,456,863.30,590,1550,1550,1555,395.34
36,30,11,1,533,1043.80,980,1500,1500,1564,352.63
36,30,12,1,446,2077.50,1433,1600,1600,10113,2705.23
36,30,13,1,402,1052.00,1050,1475,1475,1471,379.59
36,30,14,1,527,1861.20,1425,1600,1600,8158,2133.68
36,30,15,1,574,2039.90,1366,1600,1600,10057,2699.00
36,30,16,1,339,23067.30,1450,1600,1600,219531,65488.99
36,30,17,1,479,1022.20,1050,1450,1450,1496,361.57
36,30,18,1,422,22656.40,1425,1600,1600,215617,64321.37
36,30,19,1,385,23099.70,1420,1500,1500,219828,65577.11
36,30,20,1,475,2026.60,1425,1600,1600,9192,2413.96
36,30,21,1,516,1809.60,1433,1600,1600,6895,1735.12
36,30,22,1,490,23122.10,1440,1600,1600,220034,65638.37
36,30,23,1,454,22938.80,1400,1600,1600,219928,65664.42
36,30,24,1,453,23375.00,920,1600,1600,225313,67313.69
36,30,25,1,417,1057.00,1050,1550,1550,1547,374.41
36,30,26,1,472,1126.30,1100,1550,1550,1566,369.42
36,30,27,1,416,2078.90,1350,1600,1600,10664,2884.02
36,30,28,1,432,1040.70,1050,1500,1500,1530,374.18
36,30,29,1,442,2250.10,1400,1500,1500,12869,3563.38
36,30,30,1,555,1031.30,960,1500,1500,1514,371.42
36,50,1,1,341,1740.70,1000,1500,1500,7953,2101.93
36,50,2,1,499,22768.60,1425,1600,1600,216795,64676.43
36,50,3,1,452,1040.10,990,1466,1466,1493,362.93
36,50,4,1,419,1047.00,980,1500,1500,1633,395.86
36,50,5,1,529,23389.90,590,1600,1600,225250,67288.10
36,50,6,1,393,2151.20,1366,1600,1600,11048,2992.40
36,50,7,1,422,1868.80,1366,1600,1600,8358,2201.44
36,50,8,1,505,2079.60,1360,1600,1600,9748,2581.15
36,50,9,1,497,947.00,850,1500,1500,1533,389.44
36,50,10,1,420,1038.10,870,1600,1600,1668,410.18
36,50,11,1,413,947.10,820,1500,1500,1545,407.57
36,50,12,1,422,853.40,600,1450,1450,1447,364.63
36,50,13,1,564,1950.50,1433,1500,1500,8278,2135.87
36,50,14,1,339,23360.10,1300,1600,1600,224099,66914.26
36,50,15,1,888,2735.10,1433,1800,1800,15088,4125.84
36,50,16,1,427,756.70,560,1100,1100,1399,308.08
36,50,17,1,472,1068.10,1050,1500,1500,1550,357.75
36,50,18,1,588,24723.50,1433,15000,15000,223688,66442.20
36,50,19,1,376,1656.70,1400,1600,1600,6895,1796.21
36,50,20,1,316,940.80,920,1450,1450,1480,372.76
36,50,21,1,438,2048.60,1300,1700,1700,10016,2683.70
36,50,22,1,416,869.50,680,1500,1500,1745,419.25
36,50,23,1,521,956.70,670,1450,1450,1469,374.55
36,50,24,1,452,971.30,810,1600,1600,1606,394.64
36,50,25,1,557,2053.90,1350,1600,1600,10512,2841.15
36,50,26,1,381,22963.10,1100,1700,1700,220070,65703.38
36,50,27,1,502,1784.80,1100,1600,1600,8746,2351.25
36,50,28,1,371,2278.50,1400,1700,1700,13329,3710.68
36,50,29,1,464,1647.60,1350,1600,1600,6995,1828.56
36,50,30,1,455,1881.60,1433,1600,1600,8761,2327.49
36,50,31,1,550,1136.70,1100,1700,1700,1767,409.54
36,50,32,1,520,2137.70,1200,1700,1700,11117,3019.72
36,50,33,1,537,23163.70,1400,1800,1800,220188,65675.53
36,50,34,1,493,1863.40,1400,1500,1500,8706,2312.74
36,50,35,1,514,2441.00,1400,5400,5400,10126,2875.29
36,50,36,1,330,2396.90,1366,1600,1600,13248,3638.60
36,50,37,1,504,1049.00,880,1650,1650,1639,419.27
36,50,38,1,997,1419.50,1400,1600,1600,1824,206.86
36,50,39,1,517,23052.90,920,1700,1700,221048,65999.43
36,50,40,1,360,1062.90,980,1466,1466,1496,374.18
36,50,41,1,560,1954.50,1400,1800,1800,8281,2137.77
36,50,42,1,457,2101.00,1300,1600,1600,11681,3218.47
36,50,43,1,363,1206.00,1400,1600,1600,1680,448.32
36,50,44,1,419,1027.10,1050,1650,1650,1653,415.57
36,50,45,1,930,22854.40,1450,1700,1700,215975,64373.78
36,50,46,1,388,23671.00,1440,1600,1600,225449,67260.26
36,50,47,1,495,73746.80,1350,1900,1900,726330,217528.08
36,50,48,1,394,695.90,580,810,810,1557,312.05
36,50,49,1,389,23587.00,1433,1600,1600,224543,66986.27
36,50,50,1,464,2331.70,1300,1700,1700,13211,3647.25
36,80,1,1,332,3451.90,1200,12000,12000,14530,4846.14
36,80,2,1,343,1777.90,1900,2700,2700,3281,896.34
36,80,3,1,327,2114.50,1800,2900,2900,5477,1276.06
36,80,4,1,334,2178.80,1425,3300,3300,8580,2239.18
36,80,5,1,354,2293.90,1350,1600,1600,12972,3582.18
36,80,6,1,399,1465.10,1400,2200,2200,2549,587.72
36,80,7,1,401,4104.80,2300,9400,9400,11474,3945.39
