cpu,client,node,run,min,mean,median,90th,99th,max,std
36,1,1,1,419,594.10,530,820,820,870,144.32
36,10,1,1,482,552.50,526,650,650,672,60.96
36,10,2,1,429,556.30,530,710,710,713,90.86
36,10,3,1,357,545.10,535,610,610,677,78.77
36,10,4,1,329,537.40,530,630,630,667,87.43
36,10,5,1,484,564.00,546,630,630,670,60.79
36,10,6,1,435,552.50,545,630,630,718,70.95
36,10,7,1,440,546.30,530,610,610,656,57.83
36,10,8,1,285,537.10,565,660,660,725,120.16
36,10,9,1,347,545.20,540,590,590,755,93.32
36,10,10,1,349,569.50,550,770,770,778,133.44
36,100,1,1,467,587.80,540,740,740,875,121.19
36,100,2,1,359,548.90,540,690,690,717,104.62
36,100,3,1,483,547.00,550,590,590,610,34.80
36,100,4,1,372,551.60,525,710,710,745,104.75
36,100,5,1,445,549.20,530,630,630,657,62.15
36,100,6,1,497,571.40,580,650,650,651,52.70
36,100,7,1,478,554.20,530,620,620,711,70.46
36,100,8,1,438,562.00,535,660,660,781,91.19
36,100,9,1,393,553.30,560,615,615,614,65.87
36,100,10,1,328,556.70,565,640,640,691,89.81
36,100,11,1,425,545.30,520,580,580,793,91.65
36,100,12,1,349,542.70,540,620,620,662,81.71
36,100,13,1,322,548.00,555,655,655,655,93.13
36,100,14,1,343,567.10,560,610,610,883,127.97
36,100,15,1,337,574.30,530,600,600,1248,240.36
36,100,16,1,354,552.40,520,660,660,680,97.57
36,100,17,1,371,562.40,530,690,690,866,135.08
36,100,18,1,309,549.30,556,620,620,753,107.05
36,100,19,1,371,555.10,570,640,640,725,95.88
36,100,20,1,418,553.80,550,610,610,691,67.61
36,100,21,1,419,545.70,525,610,610,791,93.30
36,100,22,1,425,569.40,540,670,670,684,85.09
36,100,23,1,374,542.60,540,640,640,650,78.89
36,100,24,1,389,547.00,530,690,690,754,106.61
36,100,25,1,368,563.30,550,740,740,768,127.17
36,100,26,1,492,577.20,595,650,650,661,56.66
36,100,27,1,332,547.60,560,650,650,654,92.37
36,100,28,1,468,548.60,540,620,620,690,66.84
36,100,29,1,448,562.00,530,620,620,830,103.01
36,100,30,1,372,586.80,570,700,700,719,98.10
36,100,31,1,465,556.70,550,650,650,672,65.40
36,100,32,1,382,552.30,520,640,640,836,115.92
36,100,33,1,446,603.40,600,720,720,781,104.52
36,100,34,1,358,539.60,540,600,600,788,104.50
36,100,35,1,423,569.10,540,780,780,828,132.56
36,100,36,1,457,555.00,543,685,685,688,73.39
36,100,37,1,411,566.60,575,690,690,699,88.09
36,100,38,1,303,546.40,550,730,730,749,130.28
36,100,39,1,365,557.50,540,670,670,994,169.33
36,100,40,1,276,557.70,560,720,720,754,121.73
36,100,41,1,436,565.10,545,720,720,723,95.07
36,100,42,1,348,562.70,540,700,700,733,125.30
36,100,43,1,161,563.40,570,770,770,843,177.69
36,100,44,1,345,566.70,540,870,870,925,189.06
36,100,45,1,374,576.30,615,715,715,716,114.35
36,100,46,1,455,586.40,560,720,720,802,109.87
36,100,47,1,436,577.00,580,640,640,641,54.23
36,100,48,1,315,549.70,520,740,740,743,145.02
36,100,49,1,375,563.30,550,680,680,711,89.56
36,100,50,1,409,569.40,610,700,700,754,119.24
36,100,51,1,436,567.40,530,740,740,764,105.17
36,100,52,1,379,565.30,560,750,750,762,128.84
36,100,53,1,419,573.60,500,780,780,808,128.27
36,100,54,1,224,604.30,580,740,740,1060,202.27
36,100,55,1,348,535.70,523,640,640,840,127.49
36,100,56,1,332,560.60,580,660,660,664,102.30
36,100,57,1,405,550.00,535,630,630,770,94.84
