cpu,client,node,run,min,mean,median,90th,99th,max,std
36,1,1,1,397,577.70,530,760,760,786,130.73
36,10,1,1,462,546.80,530,610,610,670,56.83
36,10,2,1,357,547.10,550,650,650,651,79.36
36,10,3,1,335,541.80,525,650,650,809,114.91
36,10,4,1,358,547.60,556,640,640,714,87.50
36,10,5,1,392,542.80,540,610,610,644,68.16
36,10,6,1,300,556.40,550,680,680,720,108.26
36,10,7,1,407,553.50,550,630,630,771,92.70
36,10,8,1,288,549.70,545,690,690,734,112.82
36,10,9,1,269,538.20,540,630,630,661,102.90
36,10,10,1,398,549.20,560,650,650,661,84.26
36,100,1,1,394,539.70,555,640,640,667,87.89
36,100,2,1,470,559.00,520,660,660,751,85.13
36,100,3,1,207,576.90,550,740,740,974,193.04
36,100,4,1,452,556.40,540,650,650,708,78.28
36,100,5,1,409,550.90,550,600,600,722,76.31
36,100,6,1,271,552.40,540,690,690,722,119.83
36,100,7,1,478,555.00,530,580,580,757,72.88
36,100,8,1,399,586.60,540,770,770,857,128.90
36,100,9,1,421,565.90,520,630,630,904,127.20
36,100,10,1,485,552.70,530,600,600,707,63.21
36,100,11,1,409,563.40,545,700,700,704,87.05
36,100,12,1,470,575.60,540,680,680,738,81.00
36,100,13,1,294,547.50,555,720,720,724,128.59
36,100,14,1,421,570.30,550,660,660,777,90.40
36,100,15,1,368,558.60,550,750,750,767,120.92
36,100,16,1,368,560.30,565,685,685,687,97.49
36,100,17,1,428,556.80,553,610,610,695,62.47
36,100,18,1,353,555.10,530,740,740,804,139.76
36,100,19,1,446,590.90,550,700,700,774,96.19
36,100,20,1,394,551.20,530,730,730,757,119.11
36,100,21,1,423,560.20,570,650,650,729,86.68
36,100,22,1,484,562.90,540,620,620,689,55.08
36,100,23,1,395,542.80,510,640,640,720,92.24
36,100,24,1,272,547.30,570,710,710,741,127.83
36,100,25,1,379,571.70,570,690,690,696,95.17
36,100,26,1,454,569.30,565,660,660,721,75.22
36,100,27,1,450,565.60,560,630,630,663,62.76
36,100,28,1,447,553.30,510,670,670,760,87.59
36,100,29,1,376,587.50,600,690,690,773,112.05
36,100,30,1,298,582.80,580,760,760,945,175.30
36,100,31,1,196,559.30,560,750,750,841,176.96
36,100,32,1,210,556.00,520,810,810,955,216.55
36,100,33,1,449,550.20,550,630,630,632,58.38
36,100,34,1,402,585.30,570,720,720,792,108.82
36,100,35,1,340,558.60,530,690,690,869,143.01
36,100,36,1,315,544.00,580,640,640,716,122.83
36,100,37,1,419,554.80,540,620,620,850,112.54
36,100,38,1,395,560.60,570,680,680,692,101.16
36,100,39,1,378,557.50,500,710,710,837,126.15
36,100,40,1,416,574.50,585,680,680,841,122.92
36,100,41,1,432,559.30,520,720,720,817,116.12
36,100,42,1,348,552.90,470,690,690,1061,189.57
36,100,43,1,381,551.10,530,695,695,691,112.45
36,100,44,1,410,551.50,565,680,680,681,86.37
36,100,45,1,312,555.80,540,740,740,764,122.28
36,100,46,1,431,556.50,533,680,680,781,104.67
36,100,47,1,427,558.20,540,640,640,657,71.74
36,100,48,1,353,552.60,545,670,670,719,104.84
36,100,49,1,326,543.00,510,730,730,746,127.26
36,100,50,1,341,556.90,530,710,710,790,122.78
36,100,51,1,348,558.50,510,660,660,979,169.78
36,100,52,1,427,565.20,540,690,690,749,90.33
36,100,53,1,431,591.80,570,750,750,823,115.42
36,100,54,1,260,548.30,540,800,800,881,202.80
36,100,55,1,313,565.20,500,850,850,888,180.55
36,100,56,1,346,550.50,510,720,720,745,130.59
36,100,57,1,442,563.00,560,620,620,793,90.54
36,100,58,1,282,542.20,530,675,675,677,121.44
36,100,59,1,411,551.10,520,685,685,686,95.78
36,100,60,1,365,590.30,580,710,710,774,108.05
36,100,61,1,311,559.90,570,660,660,835,134.75
36,100,62,1,306,600.90,600,870,870,1088,232.87
36,100,63,1,273,569.90,490,800,800,897,174.74
36,100,64,1,425,563.30,555,660,660,683,73.33
36,100,65,1,375,577.70,615,700,700,990,184.35
36,100,66,1,355,553.10,530,680,680,759,118.73
36,100,67,1,414,563.40,540,680,680,823,106.78
36,100,68,1,413,561.70,550,690,690,828,126.39
