cpu,client,node,run,min,mean,median,90th,99th,max,std
36,1,1,1,400,560.20,570,640,640,765,102.39
36,10,1,1,324,552.00,540,680,680,680,114.44
36,10,2,1,485,556.30,540,660,660,708,68.45
36,10,3,1,376,550.90,550,620,620,709,81.65
36,10,4,1,428,552.30,526,675,675,678,77.37
36,10,5,1,439,553.50,556,590,590,654,51.80
36,10,6,1,326,546.00,550,610,610,705,90.04
36,10,7,1,274,545.20,536,650,650,744,116.21
36,10,8,1,431,571.20,535,650,650,864,113.93
36,10,9,1,376,543.70,545,630,630,647,72.95
36,10,10,1,364,545.00,540,610,610,675,76.01
36,100,1,1,481,549.60,530,625,625,628,49.75
36,100,2,1,485,565.60,550,640,640,676,55.80
36,100,3,1,482,562.20,570,630,630,639,49.28
36,100,4,1,371,565.10,510,600,600,1146,202.85
36,100,5,1,422,567.60,545,650,650,677,74.42
36,100,6,1,371,555.00,530,620,620,731,88.79
36,100,7,1,458,566.90,530,650,650,748,80.08
36,100,8,1,453,566.90,550,640,640,747,78.59
36,100,9,1,460,565.60,550,690,690,781,94.43
36,100,10,1,445,564.00,560,620,620,710,69.47
36,100,11,1,463,579.90,580,660,660,661,70.51
36,100,12,1,372,550.80,530,680,680,708,99.67
36,100,13,1,488,547.10,543,580,580,658,43.83
36,100,14,1,374,557.40,530,680,680,702,101.66
36,100,15,1,262,569.50,560,710,710,718,123.63
36,100,16,1,357,558.90,560,660,660,686,83.57
36,100,17,1,447,560.20,555,600,600,713,64.41
36,100,18,1,354,549.50,570,620,620,679,83.95
36,100,19,1,412,565.50,570,620,620,797,101.99
36,100,20,1,415,555.80,550,660,660,685,70.31
36,100,21,1,391,549.70,555,620,620,680,80.46
36,100,22,1,342,548.10,530,640,640,643,86.78
36,100,23,1,441,577.60,595,720,720,754,105.39
36,100,24,1,301,531.70,545,640,640,657,100.72
36,100,25,1,384,545.40,550,620,620,667,72.84
36,100,26,1,472,555.30,565,600,600,687,60.14
36,100,27,1,347,577.90,570,710,710,856,128.16
36,100,28,1,431,558.10,540,620,620,709,68.71
36,100,29,1,355,588.40,570,740,740,828,125.08
36,100,30,1,442,570.00,570,650,650,695,72.00
36,100,31,1,402,593.30,600,750,750,758,107.35
36,100,32,1,391,557.10,520,710,710,710,103.64
36,100,33,1,392,555.80,520,680,680,738,100.98
36,100,34,1,288,545.60,537,630,630,676,99.00
36,100,35,1,375,554.80,510,700,700,709,100.74
36,100,36,1,325,569.50,580,660,660,694,97.33
36,100,37,1,315,542.00,550,650,650,701,100.38
36,100,38,1,492,561.80,555,630,630,672,57.81
36,100,39,1,329,551.10,545,650,650,710,94.53
36,100,40,1,452,559.00,530,660,660,676,66.94
36,100,41,1,311,572.40,560,750,750,792,127.93
36,100,42,1,327,537.80,540,600,600,703,91.38
36,100,43,1,284,558.90,530,705,705,704,117.13
36,100,44,1,357,551.50,550,705,705,708,106.96
36,100,45,1,391,549.50,570,645,645,647,87.76
36,100,46,1,297,561.40,570,670,670,674,102.61
36,100,47,1,299,561.60,583,650,650,845,135.36
