cpu,client,node,run,min,mean,median,90th,99th,max,std
36,1,1,1,350,585.40,530,750,750,941,174.14
36,10,1,1,249,571.30,540,750,750,1113,219.47
36,10,2,1,498,641.40,553,710,710,1391,256.17
36,10,3,1,480,556.10,550,620,620,680,56.90
36,10,4,1,422,548.80,540,660,660,718,86.25
36,10,5,1,353,542.10,530,620,620,706,88.03
36,10,6,1,164,557.30,520,690,690,1054,227.71
36,10,7,1,310,544.10,530,660,660,705,101.99
36,10,8,1,352,535.10,550,625,625,624,84.19
36,10,9,1,504,555.30,527,640,640,669,53.67
36,10,10,1,444,548.50,530,660,660,661,67.08
36,100,1,1,317,583.60,550,770,770,862,144.86
36,100,2,1,510,562.20,545,660,660,715,64.90
36,100,3,1,392,574.40,540,740,740,767,115.10
36,100,4,1,366,533.10,530,610,610,627,67.97
36,100,5,1,292,580.60,490,890,890,910,204.06
36,100,6,1,446,558.60,560,670,670,684,75.34
36,100,7,1,283,539.40,560,690,690,712,139.20
36,100,8,1,486,560.60,540,660,660,695,62.08
36,100,9,1,334,546.60,550,640,640,664,82.64
36,100,10,1,415,559.90,560,620,620,847,113.51
36,100,11,1,393,555.20,550,680,680,683,86.57
36,100,12,1,444,563.40,540,720,720,721,89.52
36,100,13,1,289,538.50,540,640,640,893,161.60
36,100,14,1,337,539.80,535,620,620,732,94.44
36,100,15,1,354,557.40,510,720,720,847,143.19
36,100,16,1,324,548.50,540,670,670,670,98.02
36,100,17,1,448,572.10,550,710,710,808,106.03
36,100,18,1,289,531.40,520,660,660,666,102.99
36,100,19,1,366,549.10,530,660,660,683,94.15
36,100,20,1,353,541.10,510,720,720,803,127.98
36,100,21,1,410,559.20,525,680,680,813,112.12
36,100,22,1,497,574.30,550,630,630,741,69.33
36,100,23,1,308,548.20,550,610,610,717,97.72
36,100,24,1,315,558.50,543,650,650,893,137.03
36,100,25,1,373,552.30,555,690,690,702,103.99
36,100,26,1,431,569.90,520,670,670,710,97.53
36,100,27,1,307,544.60,545,650,650,663,92.68
36,100,28,1,463,560.20,550,590,590,732,69.57
36,100,29,1,495,558.50,540,630,630,676,61.03
36,100,30,1,377,558.10,500,710,710,860,139.75
36,100,31,1,369,550.30,535,640,640,671,79.59
36,100,32,1,498,574.20,550,640,640,767,78.01
36,100,33,1,337,547.60,540,650,650,676,92.13
36,100,34,1,403,557.40,550,700,700,707,106.33
36,100,35,1,435,563.90,560,630,630,806,102.31
36,100,36,1,375,574.00,565,690,690,704,97.57
36,100,37,1,451,573.70,560,640,640,699,67.24
36,100,38,1,348,560.40,585,680,680,687,107.77
36,100,39,1,320,551.70,548,640,640,654,86.76
36,100,40,1,356,547.90,530,635,635,637,83.80
36,100,41,1,439,577.50,560,660,660,714,77.10
36,100,42,1,374,549.90,550,580,580,766,91.18
36,100,43,1,420,564.90,565,610,610,805,96.26
36,100,44,1,315,562.50,600,730,730,745,140.05
36,100,45,1,458,567.60,560,650,650,666,63.47
36,100,46,1,335,555.00,560,680,680,717,102.86
36,100,47,1,367,565.60,560,720,720,828,131.72
36,100,48,1,406,557.30,560,630,630,687,77.30
36,100,49,1,369,559.70,550,720,720,730,110.18
36,100,50,1,468,569.10,560,630,630,637,48.93
36,100,51,1,446,569.70,520,660,660,795,94.91
36,100,52,1,313,540.20,560,650,650,697,101.73
36,100,53,1,260,557.20,570,730,730,797,152.29
36,100,54,1,249,557.20,530,730,730,1053,213.41
36,100,55,1,365,553.80,545,690,690,807,123.18
36,100,56,1,338,539.80,570,690,690,731,123.21
36,100,57,1,443,582.60,590,680,680,690,69.40
36,100,58,1,403,587.10,550,780,780,792,122.12
36,100,59,1,329,557.80,550,690,690,711,109.67
36,100,60,1,365,580.20,580,790,790,827,145.95
36,100,61,1,387,563.50,550,720,720,780,122.47
36,100,62,1,328,596.00,510,780,780,1210,238.10
36,100,63,1,259,559.90,565,800,800,882,180.86
36,100,64,1,338,562.30,550,710,710,714,131.38
36,100,65,1,363,588.10,556,830,830,862,153.18
36,100,66,1,387,601.80,500,760,760,1065,197.73
36,100,67,1,295,550.70,480,700,700,893,170.16
36,100,68,1,363,551.70,490,840,840,865,165.21
36,100,69,1,338,631.50,590,870,870,940,174.62
36,100,70,1,229,567.60,530,730,730,921,187.65
36,100,71,1,213,568.50,540,730,730,758,158.20
36,100,72,1,421,567.50,560,690,690,730,94.09
36,100,73,1,251,589.60,560,780,780,1037,216.94
36,100,74,1,406,633.70,525,750,750,1383,276.14
36,100,75,1,326,581.90,530,840,840,879,158.90
36,100,76,1,337,583.70,510,770,770,1135,226.09
36,100,77,1,411,579.50,540,730,730,808,109.73
36,100,78,1,220,594.50,570,730,730,788,156.60
36,100,79,1,322,593.00,550,780,780,1108,212.21
36,100,80,1,233,664.90,510,1200,1200,1374,334.60
36,100,81,1,443,563.00,560,620,620,800,97.18
36,100,82,1,359,568.10,550,790,790,847,153.04
36,100,83,1,374,566.90,550,760,760,768,130.16
36,100,84,1,402,619.70,600,890,890,916,179.70
36,100,85,1,460,568.90,560,680,680,695,74.68
36,100,86,1,330,587.30,600,750,750,766,134.80
36,100,87,1,347,563.90,550,810,810,854,169.75
36,100,88,1,229,571.30,540,820,820,837,177.27
36,100,89,1,339,683.80,470,930,930,1798,420.95
36,100,90,1,320,618.50,630,860,860,1018,207.88
