cpu,client,node,run,min,mean,median,90th,99th,max,std
36,1,1,1,588,22714.50,1420,1500,1500,216626,64638.08
36,10,1,1,467,23490.90,1433,1500,1500,223953,66821.76
36,10,2,1,414,22703.50,1425,1600,1600,216004,64434.65
36,10,3,1,518,1993.90,940,1600,1600,11009,3024.49
36,10,4,1,388,1727.00,1100,1500,1500,7680,2018.45
36,10,5,1,525,23387.40,1450,1600,1600,222629,66414.78
36,10,6,1,371,23102.10,1400,1600,1600,220142,65681.10
36,10,7,1,435,2434.20,1433,1500,1500,13342,3656.29
36,10,8,1,528,2035.10,1440,1600,1600,10009,2690.12
36,10,9,1,415,1120.90,1000,1500,1500,1534,392.20
36,10,10,1,457,1107.30,1100,1480,1480,1472,373.40
36,100,1,1,382,1013.10,965,1500,1500,1554,413.36
36,100,2,1,469,1019.40,1000,1466,1466,1464,385.95
36,100,3,1,528,1042.10,980,1500,1500,1502,386.94
36,100,4,1,389,830.60,580,1400,1400,1438,362.03
36,100,5,1,406,933.80,920,1466,1466,1474,383.44
36,100,6,1,451,23027.00,1400,1600,1600,219835,65603.72
36,100,7,1,484,22665.90,1400,1800,1800,216377,64571.88
36,100,8,1,456,1018.70,970,1500,1500,1518,398.73
36,100,9,1,481,1023.70,1000,1466,1466,1471,384.22
36,100,10,1,440,97365.40,1400,230000,230000,731539,221623.28
36,100,11,1,538,1945.40,1433,1500,1500,8715,2285.53
36,100,12,1,501,1026.30,980,1500,1500,1522,396.14
36,100,13,1,376,936.30,950,1500,1500,1537,417.19
36,100,14,1,313,1010.90,980,1466,1466,1492,408.02
36,100,15,1,395,941.80,950,1500,1500,1532,417.22
36,100,16,1,344,840.70,620,1450,1450,1465,374.32
36,100,17,1,423,22848.50,980,1600,1600,219690,65615.14
36,100,18,1,461,940.30,1033,1450,1450,1450,373.56
36,100,19,1,400,1745.20,610,1500,1500,9158,2509.67
36,100,20,1,257,1831.60,590,1500,1500,10542,2933.18
36,100,21,1,417,948.80,900,1500,1500,1588,404.83
36,100,22,1,410,931.60,940,1450,1450,1493,377.52
36,100,23,1,298,925.10,930,1466,1466,1471,405.09
36,100,24,1,401,23693.10,1400,3200,3200,224854,67057.98
36,100,25,1,500,1024.10,1000,1466,1466,1453,380.86
36,100,26,1,494,1819.00,1450,1700,1700,6881,1732.48
