cpu,client,node,run,data,throughput,retransmissions,congestion_window
36,1,1,1,2.91,24.4,122,4.01
36,1,1,1,2.88,24.2,124,4.01
36,1,1,1,2.88,24.2,109,6.68
36,1,1,1,2.86,24.0,122,4.01
36,1,1,1,2.88,24.2,130,4.01
36,1,1,1,2.84,23.8,95,4.01
36,1,1,1,2.88,24.1,131,2.67
36,1,1,1,2.87,24.1,124,4.01
36,1,1,1,2.88,24.2,103,4.01
36,1,1,1,2.88,24.1,96,4.01
36,1,1,1,2.87,24.0,124,4.01
36,1,1,1,2.88,24.2,134,4.01
36,1,1,1,2.88,24.2,98,4.01
36,1,1,1,2.88,24.1,118,4.01
36,1,1,1,2.87,24.0,122,4.01
36,1,1,1,2.88,24.2,121,4.01
36,1,1,1,2.84,23.8,97,5.34
36,1,1,1,2.90,24.3,95,4.01
36,1,1,1,2.84,23.8,109,5.34
36,1,1,1,2.88,24.2,126,4.01
36,1,1,1,2.88,24.2,142,4.01
36,1,1,1,2.86,24.0,110,5.34
36,1,1,1,2.88,24.2,138,4.01
36,1,1,1,2.88,24.2,84,4.01
36,1,1,1,2.88,24.2,103,4.01
36,1,1,1,2.86,24.0,148,4.01
36,1,1,1,2.84,23.8,109,5.34
36,1,1,1,2.88,24.2,115,5.34
36,1,1,1,2.86,24.0,100,4.01
36,1,1,1,2.88,24.2,96,4.01
36,1,1,1,2.88,24.2,110,4.01
36,1,1,1,2.88,24.2,113,4.01
36,1,1,1,2.86,24.0,111,2.67
36,1,1,1,2.88,24.2,124,2.67
36,1,1,1,2.88,24.2,104,4.01
36,1,1,1,2.83,23.8,96,5.34
36,1,1,1,2.88,24.1,106,4.01
36,1,1,1,2.87,24.1,136,4.01
36,1,1,1,2.88,24.2,101,4.01
36,1,1,1,2.88,24.1,112,4.01
36,1,1,1,2.87,24.0,122,4.01
36,1,1,1,2.88,24.2,92,5.34
36,1,1,1,2.88,24.1,134,4.01
36,1,1,1,2.84,23.8,107,4.01
36,1,1,1,2.90,24.3,102,4.01
36,1,1,1,2.88,24.2,101,4.01
36,1,1,1,2.84,23.8,87,4.01
36,1,1,1,2.90,24.3,111,4.01
36,1,1,1,2.84,23.8,120,4.01
36,1,1,1,2.88,24.2,123,4.01
36,1,1,1,2.88,24.2,112,5.34
36,1,1,1,2.86,24.0,90,6.68
36,1,1,1,2.88,24.2,138,2.67
36,1,1,1,2.88,24.2,100,4.01
36,1,1,1,2.84,23.8,120,4.01
36,1,1,1,2.90,24.3,105,4.01
36,1,1,1,2.84,23.8,119,5.34
36,1,1,1,2.88,24.2,118,4.01
36,1,1,1,2.88,24.2,115,4.01
36,1,1,1,2.86,24.0,124,4.01
36,1,1,1,2.88,24.2,118,4.01
36,1,1,1,2.88,24.2,137,4.01
36,1,1,1,80.6,25.0,5,4.01
36,10,1,1,2.92,24.5,126,4.01
36,10,1,1,2.86,24.0,110,4.01
36,10,1,1,2.88,24.2,129,4.01
36,10,1,1,2.88,24.2,84,4.01
36,10,1,1,2.88,24.2,106,4.01
36,10,1,1,2.86,24.0,117,4.01
36,10,1,1,2.84,23.8,132,4.01
36,10,1,1,2.88,24.1,109,4.01
36,10,1,1,2.86,24.0,92,4.01
36,10,1,1,2.88,24.2,119,5.34
36,10,1,1,2.88,24.2,92,5.34
36,10,1,1,2.88,24.1,72,4.01
36,10,1,1,2.84,23.8,112,4.01
36,10,1,1,2.90,24.3,139,4.01
